Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Eastport,Idaho,3302,US-Canada Border,Dec-20,Trains,100,49.001,-116.181,POINT (-116.181027 49.000555)
Brownsville,Texas,2301,US-Mexico Border,Apr-23,Rail Containers Loaded,1565,25.952,-97.401,POINT (-97.40067 25.95155)
International Falls,Minnesota,3604,US-Canada Border,Dec-22,Train Passengers,622,48.608,-93.401,POINT (-93.401355 48.6078)
Sarles,North Dakota,3409,US-Canada Border,Dec-21,Personal Vehicles,61,49,-98.938,POINT (-98.938361 49.000027)
Bridgewater,Maine,127,US-Canada Border,Jan-22,Personal Vehicle Passengers,280,46.45,-67.785,POINT (-67.78484 46.450335)
Eagle Pass,Texas,2303,US-Mexico Border,Aug-23,Pedestrians,79373,28.705,-100.512,POINT (-100.511977 28.705483)
Eagle Pass,Texas,2303,US-Mexico Border,Nov-20,Rail Containers Loaded,14063,28.705,-100.512,POINT (-100.511977 28.705483)
Northgate,North Dakota,3406,US-Canada Border,May-23,Train Passengers,27,48.999,-102.275,POINT (-102.27475 48.998833)
International Falls,Minnesota,3604,US-Canada Border,Dec-22,Bus Passengers,54,48.608,-93.401,POINT (-93.401355 48.6078)
Houlton,Maine,106,US-Canada Border,Jun-21,Truck Containers Loaded,6009,46.135,-67.781,POINT (-67.781288 46.134879)
Del Bonita,Montana,3322,US-Canada Border,May-22,Personal Vehicle Passengers,1644,48.999,-112.788,POINT (-112.78825 48.998555)
Santa Teresa,New Mexico,2408,US-Mexico Border,Apr-23,Truck Containers Empty,5598,31.784,-106.679,POINT (-106.679437 31.783939)
Van Buren,Maine,108,US-Canada Border,May-23,Train Passengers,143,47.16,-67.931,POINT (-67.930799 47.159645)
Port Angeles,Washington,3007,US-Canada Border,Aug-22,Trucks,14,48.122,-123.431,POINT (-123.430694 48.121858)
Otay Mesa,California,2506,US-Mexico Border,Aug-22,Rail Containers Empty,206,32.55,-116.939,POINT (-116.938538 32.55033)
Baudette,Minnesota,3424,US-Canada Border,Apr-21,Pedestrians,4,48.719,-94.59,POINT (-94.590467 48.719109)
Raymond,Montana,3301,US-Canada Border,Apr-23,Bus Passengers,24,48.999,-104.574,POINT (-104.574333 48.999194)
El Paso,Texas,2402,US-Mexico Border,Apr-22,Buses,941,31.764,-106.451,POINT (-106.451188 31.764363)
Norton,Vermont,211,US-Canada Border,Sep-21,Train Passengers,28,45.011,-71.793,POINT (-71.793219 45.010771)
Ferry,Washington,3013,US-Canada Border,Nov-21,Truck Containers Empty,1,49,-118.761,POINT (-118.761166 49.000083)
Alexandria Bay,New York,708,US-Canada Border,Mar-22,Truck Containers Loaded,15604,44.347,-75.984,POINT (-75.983592 44.347229)
Raymond,Montana,3301,US-Canada Border,Aug-22,Pedestrians,145,48.999,-104.574,POINT (-104.574333 48.999194)
Vanceboro,Maine,105,US-Canada Border,Jun-21,Train Passengers,60,45.569,-67.429,POINT (-67.428541 45.568761)
Frontier,Washington,3020,US-Canada Border,Mar-21,Personal Vehicle Passengers,168,49,-117.832,POINT (-117.831527 49.0005)
Baudette,Minnesota,3424,US-Canada Border,May-23,Pedestrians,25,48.719,-94.59,POINT (-94.590467 48.719109)
International Falls,Minnesota,3604,US-Canada Border,Apr-23,Bus Passengers,78,48.608,-93.401,POINT (-93.401355 48.6078)
Porthill,Idaho,3308,US-Canada Border,Dec-22,Truck Containers Empty,78,49,-116.499,POINT (-116.49925 48.999861)
Calais,Maine,115,US-Canada Border,Oct-23,Trains,15,45.189,-67.275,POINT (-67.275381 45.188548)
El Paso,Texas,2402,US-Mexico Border,Mar-23,Trucks,4050,31.764,-106.451,POINT (-106.451188 31.764363)
Sweetgrass,Montana,3310,US-Canada Border,Apr-22,Bus Passengers,71,48.998,-111.96,POINT (-111.959611 48.998388)
Jackman,Maine,104,US-Canada Border,Mar-21,Truck Containers Empty,5052,45.806,-70.397,POINT (-70.396722 45.805661)
Trout River,New York,715,US-Canada Border,Jun-23,Truck Containers Loaded,411,44.992,-74.308,POINT (-74.308172 44.992058)
Hannah,North Dakota,3408,US-Canada Border,May-21,Trucks,1,49,-98.694,POINT (-98.693777 49.000138)
Laredo,Texas,2304,US-Mexico Border,Dec-20,Pedestrians,139183,27.5,-99.507,POINT (-99.507412 27.499561)
Blaine,Washington,3004,US-Canada Border,Feb-21,Trains,141,48.994,-122.749,POINT (-122.748884 48.994045)
Van Buren,Maine,108,US-Canada Border,Jul-21,Truck Containers Loaded,1113,47.16,-67.931,POINT (-67.930799 47.159645)
Buffalo Niagara Falls,New York,901,US-Canada Border,Jul-21,Rail Containers Empty,2874,43.095,-79.056,POINT (-79.055847 43.09549)
Progreso,Texas,2309,US-Mexico Border,May-22,Personal Vehicles,104256,26.062,-97.95,POINT (-97.949958 26.062133)
Fortuna,North Dakota,3417,US-Canada Border,Oct-22,Truck Containers Loaded,445,49,-103.809,POINT (-103.80925 48.999555)
Opheim,Montana,3317,US-Canada Border,Oct-20,Trucks,36,49,-106.378,POINT (-106.377583 48.999527)
Eastport,Idaho,3302,US-Canada Border,May-23,Buses,2,49.001,-116.181,POINT (-116.181027 49.000555)
International Falls,Minnesota,3604,US-Canada Border,Jul-23,Personal Vehicle Passengers,74969,48.608,-93.401,POINT (-93.401355 48.6078)
Metaline Falls,Washington,3025,US-Canada Border,Aug-23,Personal Vehicles,2332,49,-117.299,POINT (-117.299444 48.999972)
Ogdensburg,New York,701,US-Canada Border,Jun-23,Truck Containers Loaded,2812,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Calexico East,California,2507,US-Mexico Border,Apr-21,Trucks,37419,32.673,-115.388,POINT (-115.388018 32.673389)
Andrade,California,2502,US-Mexico Border,Apr-21,Pedestrians,48590,32.718,-114.728,POINT (-114.72832 32.718143)
Nogales,Arizona,2604,US-Mexico Border,Nov-22,Bus Passengers,12505,31.333,-110.943,POINT (-110.942516 31.332839)
Portal,North Dakota,3403,US-Canada Border,Feb-21,Trucks,6593,48.999,-102.552,POINT (-102.551944 48.998944)
Pinecreek,Minnesota,3425,US-Canada Border,Oct-21,Personal Vehicles,37,49,-95.978,POINT (-95.977694 48.999916)
Calexico East,California,2507,US-Mexico Border,Nov-20,Personal Vehicle Passengers,146565,32.673,-115.388,POINT (-115.388018 32.673389)
Sasabe,Arizona,2606,US-Mexico Border,Oct-20,Personal Vehicle Passengers,3690,31.483,-111.544,POINT (-111.544363 31.483039)
Jackman,Maine,104,US-Canada Border,Feb-23,Truck Containers Loaded,1488,45.806,-70.397,POINT (-70.396722 45.805661)
Sumas,Washington,3009,US-Canada Border,Nov-21,Rail Containers Loaded,38,49.002,-122.265,POINT (-122.264805 49.002388)
Sweetgrass,Montana,3310,US-Canada Border,Jul-22,Truck Containers Empty,2700,48.998,-111.96,POINT (-111.959611 48.998388)
Nogales,Arizona,2604,US-Mexico Border,Jul-22,Truck Containers Empty,5956,31.333,-110.943,POINT (-110.942516 31.332839)
Andrade,California,2502,US-Mexico Border,Oct-20,Pedestrians,36778,32.718,-114.728,POINT (-114.72832 32.718143)
Dalton Cache,Alaska,3106,US-Canada Border,Apr-21,Personal Vehicles,130,59.451,-136.362,POINT (-136.361944 59.450556)
Turner,Montana,3306,US-Canada Border,Dec-21,Truck Containers Empty,18,49,-108.388,POINT (-108.387916 48.999527)
Detroit,Michigan,3801,US-Canada Border,Mar-21,Rail Containers Empty,4306,42.332,-83.048,POINT (-83.047924 42.331685)
Boundary,Washington,3015,US-Canada Border,Mar-22,Trains,23,49.001,-117.628,POINT (-117.627583 49.00075)
Alexandria Bay,New York,708,US-Canada Border,Oct-21,Truck Containers Loaded,14699,44.347,-75.984,POINT (-75.983592 44.347229)
Presidio,Texas,2403,US-Mexico Border,Jul-22,Trucks,834,29.562,-104.395,POINT (-104.394907 29.561827)
Alexandria Bay,New York,708,US-Canada Border,Apr-22,Personal Vehicles,24077,44.347,-75.984,POINT (-75.983592 44.347229)
Calais,Maine,115,US-Canada Border,Sep-22,Rail Containers Loaded,188,45.189,-67.275,POINT (-67.275381 45.188548)
Buffalo Niagara Falls,New York,901,US-Canada Border,Aug-23,Personal Vehicle Passengers,1159112,43.095,-79.056,POINT (-79.055847 43.09549)
Sweetgrass,Montana,3310,US-Canada Border,Sep-23,Trucks,12654,48.998,-111.96,POINT (-111.959611 48.998388)
Trout River,New York,715,US-Canada Border,Jul-22,Trains,47,44.992,-74.308,POINT (-74.308172 44.992058)
Point Roberts,Washington,3017,US-Canada Border,Jun-21,Personal Vehicles,6973,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Hidalgo,Texas,2305,US-Mexico Border,Jul-22,Personal Vehicle Passengers,717219,26.095,-98.271,POINT (-98.271092 26.095032)
Alcan,Alaska,3104,US-Canada Border,Sep-22,Buses,1,62.615,-141.001,POINT (-141.001444 62.614961)
Grand Portage,Minnesota,3613,US-Canada Border,Oct-21,Truck Containers Loaded,578,48.001,-89.585,POINT (-89.58515 48.001427)
Buffalo Niagara Falls,New York,901,US-Canada Border,Jun-23,Trucks,78095,43.095,-79.056,POINT (-79.055847 43.09549)
Roma,Texas,2310,US-Mexico Border,May-21,Truck Containers Empty,970,26.404,-99.019,POINT (-99.018981 26.403928)
Presidio,Texas,2403,US-Mexico Border,Oct-23,Truck Containers Loaded,721,29.562,-104.395,POINT (-104.394907 29.561827)
Fort Fairfield,Maine,107,US-Canada Border,Apr-21,Personal Vehicles,782,46.765,-67.789,POINT (-67.789471 46.765323)
San Luis,Arizona,2608,US-Mexico Border,Dec-23,Trucks,3599,32.485,-114.782,POINT (-114.7822222 32.485)
International Falls,Minnesota,3604,US-Canada Border,Feb-23,Pedestrians,177,48.608,-93.401,POINT (-93.401355 48.6078)
Dalton Cache,Alaska,3106,US-Canada Border,Jun-23,Bus Passengers,45,59.451,-136.362,POINT (-136.361944 59.450556)
Eastport,Idaho,3302,US-Canada Border,Sep-22,Personal Vehicles,7109,49.001,-116.181,POINT (-116.181027 49.000555)
Eastport,Idaho,3302,US-Canada Border,Nov-23,Bus Passengers,50,49.001,-116.181,POINT (-116.181027 49.000555)
Antler,North Dakota,3413,US-Canada Border,Jul-23,Truck Containers Empty,36,48.999,-101.296,POINT (-101.296055 48.999472)
Vanceboro,Maine,105,US-Canada Border,Nov-20,Personal Vehicles,141,45.569,-67.429,POINT (-67.428541 45.568761)
Pinecreek,Minnesota,3425,US-Canada Border,Aug-20,Trucks,13,49,-95.978,POINT (-95.977694 48.999916)
Warroad,Minnesota,3423,US-Canada Border,Feb-23,Trucks,567,48.999,-95.377,POINT (-95.376555 48.999)
Hannah,North Dakota,3408,US-Canada Border,Nov-23,Truck Containers Empty,2,49,-98.694,POINT (-98.693777 49.000138)
Sarles,North Dakota,3409,US-Canada Border,May-21,Truck Containers Empty,25,49,-98.938,POINT (-98.938361 49.000027)
Calais,Maine,115,US-Canada Border,Nov-21,Trains,15,45.189,-67.275,POINT (-67.275381 45.188548)
Presidio,Texas,2403,US-Mexico Border,Dec-20,Pedestrians,7206,29.562,-104.395,POINT (-104.394907 29.561827)
Rio Grande City,Texas,2307,US-Mexico Border,Nov-23,Personal Vehicles,37591,26.366,-98.803,POINT (-98.802513 26.365761)
Blaine,Washington,3004,US-Canada Border,Oct-20,Personal Vehicles,17347,48.994,-122.749,POINT (-122.748884 48.994045)
Raymond,Montana,3301,US-Canada Border,Nov-20,Truck Containers Empty,373,48.999,-104.574,POINT (-104.574333 48.999194)
Trout River,New York,715,US-Canada Border,Apr-22,Personal Vehicles,4313,44.992,-74.308,POINT (-74.308172 44.992058)
El Paso,Texas,2402,US-Mexico Border,Apr-23,Truck Containers Loaded,2644,31.764,-106.451,POINT (-106.451188 31.764363)
Boundary,Washington,3015,US-Canada Border,Sep-23,Truck Containers Loaded,28,49.001,-117.628,POINT (-117.627583 49.00075)
International Falls,Minnesota,3604,US-Canada Border,Jul-23,Truck Containers Empty,559,48.608,-93.401,POINT (-93.401355 48.6078)
Nighthawk,Washington,3011,US-Canada Border,Nov-20,Personal Vehicles,7,49,-119.671,POINT (-119.67103 49.000144)
Calexico East,California,2507,US-Mexico Border,Jul-22,Train Passengers,21,32.673,-115.388,POINT (-115.388018 32.673389)
Buffalo Niagara Falls,New York,901,US-Canada Border,Jan-22,Buses,100,43.095,-79.056,POINT (-79.055847 43.09549)
Boquillas,Texas,2410,US-Mexico Border,Jun-21,Pedestrians,27,29.19,-102.947,POINT (-102.946705 29.190074)
Oroville,Washington,3019,US-Canada Border,Nov-22,Trucks,1846,49,-119.462,POINT (-119.461833 49.000083)
Alcan,Alaska,3104,US-Canada Border,Dec-21,Personal Vehicle Passengers,822,62.615,-141.001,POINT (-141.001444 62.614961)
Maida,North Dakota,3416,US-Canada Border,Jun-21,Truck Containers Empty,35,49,-98.365,POINT (-98.36525 49.00025)
Antler,North Dakota,3413,US-Canada Border,Jun-22,Trucks,83,48.999,-101.296,POINT (-101.296055 48.999472)
Vanceboro,Maine,105,US-Canada Border,Mar-23,Trains,40,45.569,-67.429,POINT (-67.428541 45.568761)
Champlain Rouses Point,New York,712,US-Canada Border,May-21,Pedestrians,148,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Northgate,North Dakota,3406,US-Canada Border,May-21,Pedestrians,2,48.999,-102.275,POINT (-102.27475 48.998833)
Van Buren,Maine,108,US-Canada Border,Mar-22,Truck Containers Empty,714,47.16,-67.931,POINT (-67.930799 47.159645)
Port Huron,Michigan,3802,US-Canada Border,May-23,Trucks,73876,42.999,-82.424,POINT (-82.423611 42.998611)
Vanceboro,Maine,105,US-Canada Border,Sep-20,Rail Containers Loaded,3056,45.569,-67.429,POINT (-67.428541 45.568761)
Houlton,Maine,106,US-Canada Border,Nov-23,Truck Containers Loaded,12119,46.135,-67.781,POINT (-67.781288 46.134879)
Fortuna,North Dakota,3417,US-Canada Border,Apr-23,Truck Containers Empty,19,49,-103.809,POINT (-103.80925 48.999555)
Columbus,New Mexico,2406,US-Mexico Border,Jul-21,Truck Containers Empty,183,31.784,-107.628,POINT (-107.627948 31.783742)
Maida,North Dakota,3416,US-Canada Border,Jun-22,Personal Vehicles,244,49,-98.365,POINT (-98.36525 49.00025)
International Falls,Minnesota,3604,US-Canada Border,Feb-21,Trucks,1730,48.608,-93.401,POINT (-93.401355 48.6078)
San Ysidro,California,2504,US-Mexico Border,Sep-20,Personal Vehicle Passengers,1389968,32.543,-117.029,POINT (-117.028761 32.542528)
Walhalla,North Dakota,3407,US-Canada Border,Dec-21,Personal Vehicle Passengers,608,49,-97.908,POINT (-97.908416 49.000472)
San Luis,Arizona,2608,US-Mexico Border,Sep-23,Trucks,3265,32.485,-114.782,POINT (-114.7822222 32.485)
Raymond,Montana,3301,US-Canada Border,Sep-22,Trucks,1110,48.999,-104.574,POINT (-104.574333 48.999194)
Calexico East,California,2507,US-Mexico Border,May-22,Buses,52,32.673,-115.388,POINT (-115.388018 32.673389)
Grand Portage,Minnesota,3613,US-Canada Border,Apr-21,Personal Vehicle Passengers,451,48.001,-89.585,POINT (-89.58515 48.001427)
Calexico,California,2503,US-Mexico Border,Jan-23,Personal Vehicles,403507,32.673,-115.388,POINT (-115.388018 32.673389)
Calexico,California,2503,US-Mexico Border,Sep-20,Pedestrians,136282,32.673,-115.388,POINT (-115.388018 32.673389)
Noonan,North Dakota,3420,US-Canada Border,Mar-22,Personal Vehicles,196,48.999,-103.004,POINT (-103.004361 48.999333)
Eagle Pass,Texas,2303,US-Mexico Border,Sep-21,Buses,290,28.705,-100.512,POINT (-100.511977 28.705483)
Portal,North Dakota,3403,US-Canada Border,Aug-22,Rail Containers Loaded,18041,48.999,-102.552,POINT (-102.551944 48.998944)
Northgate,North Dakota,3406,US-Canada Border,Sep-23,Rail Containers Empty,196,48.999,-102.275,POINT (-102.27475 48.998833)
Highgate Springs,Vermont,212,US-Canada Border,Aug-23,Buses,163,45.015,-73.085,POINT (-73.085037 45.015414)
Champlain Rouses Point,New York,712,US-Canada Border,Jan-23,Personal Vehicles,49207,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Warroad,Minnesota,3423,US-Canada Border,May-21,Trucks,366,48.999,-95.377,POINT (-95.376555 48.999)
San Ysidro,California,2504,US-Mexico Border,Apr-21,Personal Vehicles,1115032,32.543,-117.029,POINT (-117.028761 32.542528)
Roma,Texas,2310,US-Mexico Border,Sep-23,Bus Passengers,561,26.404,-99.019,POINT (-99.018981 26.403928)
Pembina,North Dakota,3401,US-Canada Border,Apr-21,Trains,95,49,-97.237,POINT (-97.237036 49.000453)
Calais,Maine,115,US-Canada Border,Sep-21,Rail Containers Loaded,173,45.189,-67.275,POINT (-67.275381 45.188548)
Otay Mesa,California,2506,US-Mexico Border,Aug-21,Trucks,90821,32.55,-116.939,POINT (-116.938538 32.55033)
Frontier,Washington,3020,US-Canada Border,Feb-23,Truck Containers Empty,1481,49,-117.832,POINT (-117.831527 49.0005)
Andrade,California,2502,US-Mexico Border,Dec-23,Pedestrians,62578,32.718,-114.728,POINT (-114.72832 32.718143)
Westhope,North Dakota,3419,US-Canada Border,Aug-20,Personal Vehicle Passengers,53,49,-101.017,POINT (-101.017277 48.999611)
Trout River,New York,715,US-Canada Border,Dec-23,Train Passengers,90,44.992,-74.308,POINT (-74.308172 44.992058)
Warroad,Minnesota,3423,US-Canada Border,Jun-23,Personal Vehicles,8426,48.999,-95.377,POINT (-95.376555 48.999)
Ambrose,North Dakota,3410,US-Canada Border,Jun-22,Truck Containers Empty,1,48.999,-103.487,POINT (-103.486555 48.999305)
Columbus,New Mexico,2406,US-Mexico Border,Apr-21,Trucks,717,31.784,-107.628,POINT (-107.627948 31.783742)
Del Bonita,Montana,3322,US-Canada Border,Jun-21,Truck Containers Empty,53,48.999,-112.788,POINT (-112.78825 48.998555)
Calais,Maine,115,US-Canada Border,Nov-21,Rail Containers Loaded,151,45.189,-67.275,POINT (-67.275381 45.188548)
Tornillo,Texas,2404,US-Mexico Border,May-23,Personal Vehicle Passengers,76421,31.435,-106.143,POINT (-106.142669 31.435334)
Warroad,Minnesota,3423,US-Canada Border,Dec-21,Trucks,541,48.999,-95.377,POINT (-95.376555 48.999)
Jackman,Maine,104,US-Canada Border,Jul-23,Trucks,3688,45.806,-70.397,POINT (-70.396722 45.805661)
Del Bonita,Montana,3322,US-Canada Border,Aug-21,Personal Vehicle Passengers,280,48.999,-112.788,POINT (-112.78825 48.998555)
Progreso,Texas,2309,US-Mexico Border,Feb-21,Personal Vehicles,61390,26.062,-97.95,POINT (-97.949958 26.062133)
Opheim,Montana,3317,US-Canada Border,Dec-20,Personal Vehicle Passengers,18,49,-106.378,POINT (-106.377583 48.999527)
Bridgewater,Maine,127,US-Canada Border,Mar-21,Truck Containers Loaded,19,46.45,-67.785,POINT (-67.78484 46.450335)
Van Buren,Maine,108,US-Canada Border,Nov-21,Train Passengers,52,47.16,-67.931,POINT (-67.930799 47.159645)
Fort Kent,Maine,110,US-Canada Border,Dec-23,Truck Containers Empty,622,47.249,-68.604,POINT (-68.603918 47.249206)
Pembina,North Dakota,3401,US-Canada Border,May-22,Train Passengers,122,49,-97.237,POINT (-97.237036 49.000453)
Hansboro,North Dakota,3415,US-Canada Border,Dec-21,Personal Vehicle Passengers,232,49,-99.347,POINT (-99.346527 48.999583)
Baudette,Minnesota,3424,US-Canada Border,Jan-23,Truck Containers Empty,435,48.719,-94.59,POINT (-94.590467 48.719109)
Sweetgrass,Montana,3310,US-Canada Border,Oct-22,Rail Containers Loaded,2123,48.998,-111.96,POINT (-111.959611 48.998388)
Blaine,Washington,3004,US-Canada Border,Mar-23,Rail Containers Loaded,8105,48.994,-122.749,POINT (-122.748884 48.994045)
Portal,North Dakota,3403,US-Canada Border,Apr-23,Bus Passengers,165,48.999,-102.552,POINT (-102.551944 48.998944)
Morgan,Montana,3319,US-Canada Border,Feb-22,Truck Containers Loaded,17,49,-107.832,POINT (-107.831819 48.999829)
Naco,Arizona,2603,US-Mexico Border,Sep-23,Truck Containers Empty,141,31.334,-109.948,POINT (-109.948413 31.334084)
Calexico East,California,2507,US-Mexico Border,Dec-20,Pedestrians,8358,32.673,-115.388,POINT (-115.388018 32.673389)
Sherwood,North Dakota,3414,US-Canada Border,Oct-22,Truck Containers Empty,176,48.999,-101.628,POINT (-101.627527 48.999305)
Otay Mesa,California,2506,US-Mexico Border,Sep-22,Pedestrians,215290,32.55,-116.939,POINT (-116.938538 32.55033)
Trout River,New York,715,US-Canada Border,Dec-20,Personal Vehicles,763,44.992,-74.308,POINT (-74.308172 44.992058)
Presidio,Texas,2403,US-Mexico Border,Feb-22,Truck Containers Loaded,635,29.562,-104.395,POINT (-104.394907 29.561827)
Madawaska,Maine,109,US-Canada Border,Apr-21,Truck Containers Empty,119,47.36,-68.329,POINT (-68.328684 47.360052)
Blaine,Washington,3004,US-Canada Border,May-23,Rail Containers Empty,10982,48.994,-122.749,POINT (-122.748884 48.994045)
Alexandria Bay,New York,708,US-Canada Border,Feb-23,Truck Containers Loaded,13235,44.347,-75.984,POINT (-75.983592 44.347229)
Jackman,Maine,104,US-Canada Border,Jun-23,Personal Vehicle Passengers,28089,45.806,-70.397,POINT (-70.396722 45.805661)
Fort Kent,Maine,110,US-Canada Border,Aug-22,Pedestrians,18,47.249,-68.604,POINT (-68.603918 47.249206)
Santa Teresa,New Mexico,2408,US-Mexico Border,Nov-22,Personal Vehicles,54847,31.784,-106.679,POINT (-106.679437 31.783939)
