Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Carbury,North Dakota,3421,US-Canada Border,Apr-22,Personal Vehicle Passengers,434,48.999,-100.556,POINT (-100.555805 48.999416)
Ambrose,North Dakota,3410,US-Canada Border,Jul-21,Personal Vehicle Passengers,10,48.999,-103.487,POINT (-103.486555 48.999305)
Sumas,Washington,3009,US-Canada Border,Jun-21,Trains,19,49.002,-122.265,POINT (-122.264805 49.002388)
Eastport,Idaho,3302,US-Canada Border,Dec-23,Bus Passengers,49,49.001,-116.181,POINT (-116.181027 49.000555)
Lancaster,Minnesota,3430,US-Canada Border,Nov-20,Truck Containers Empty,345,49,-96.801,POINT (-96.800527 49.000194)
San Ysidro,California,2504,US-Mexico Border,Nov-23,Pedestrians,570191,32.543,-117.029,POINT (-117.028761 32.542528)
Calexico East,California,2507,US-Mexico Border,Aug-23,Truck Containers Loaded,42557,32.673,-115.388,POINT (-115.388018 32.673389)
Alcan,Alaska,3104,US-Canada Border,Jan-23,Personal Vehicle Passengers,1071,62.615,-141.001,POINT (-141.001444 62.614961)
Laredo,Texas,2304,US-Mexico Border,Sep-20,Personal Vehicles,197699,27.5,-99.507,POINT (-99.507412 27.499561)
Nogales,Arizona,2604,US-Mexico Border,Nov-20,Truck Containers Empty,7636,31.333,-110.943,POINT (-110.942516 31.332839)
Cross Border Xpress,California,2582,US-Mexico Border,Aug-23,Pedestrians,198151,32.548,-116.974,POINT (-116.974462 32.54834)
El Paso,Texas,2402,US-Mexico Border,Aug-23,Rail Containers Loaded,2272,31.764,-106.451,POINT (-106.451188 31.764363)
Sumas,Washington,3009,US-Canada Border,Jun-21,Truck Containers Empty,3587,49.002,-122.265,POINT (-122.264805 49.002388)
Dalton Cache,Alaska,3106,US-Canada Border,Oct-22,Personal Vehicle Passengers,1716,59.451,-136.362,POINT (-136.361944 59.450556)
Eagle Pass,Texas,2303,US-Mexico Border,Jun-22,Trucks,18113,28.705,-100.512,POINT (-100.511977 28.705483)
Westhope,North Dakota,3419,US-Canada Border,Jan-21,Personal Vehicles,17,49,-101.017,POINT (-101.017277 48.999611)
Otay Mesa,California,2506,US-Mexico Border,Apr-22,Trains,14,32.55,-116.939,POINT (-116.938538 32.55033)
Boundary,Washington,3015,US-Canada Border,May-21,Truck Containers Empty,21,49.001,-117.628,POINT (-117.627583 49.00075)
Sumas,Washington,3009,US-Canada Border,Aug-21,Rail Containers Loaded,59,49.002,-122.265,POINT (-122.264805 49.002388)
Buffalo Niagara Falls,New York,901,US-Canada Border,Dec-23,Buses,587,43.095,-79.056,POINT (-79.055847 43.09549)
Calais,Maine,115,US-Canada Border,Jul-21,Train Passengers,40,45.189,-67.275,POINT (-67.275381 45.188548)
Wildhorse,Montana,3323,US-Canada Border,Nov-20,Truck Containers Loaded,57,48.999,-110.215,POINT (-110.215083 48.999361)
Calexico East,California,2507,US-Mexico Border,Mar-21,Personal Vehicle Passengers,165430,32.673,-115.388,POINT (-115.388018 32.673389)
Limestone,Maine,118,US-Canada Border,Nov-23,Personal Vehicle Passengers,1394,46.925,-67.79,POINT (-67.789597 46.924555)
Houlton,Maine,106,US-Canada Border,Jan-22,Truck Containers Empty,1415,46.135,-67.781,POINT (-67.781288 46.134879)
Antler,North Dakota,3413,US-Canada Border,Aug-21,Trucks,207,48.999,-101.296,POINT (-101.296055 48.999472)
Vanceboro,Maine,105,US-Canada Border,Sep-20,Personal Vehicles,167,45.569,-67.429,POINT (-67.428541 45.568761)
Van Buren,Maine,108,US-Canada Border,Oct-23,Personal Vehicles,8951,47.16,-67.931,POINT (-67.930799 47.159645)
Rio Grande City,Texas,2307,US-Mexico Border,Feb-21,Truck Containers Loaded,2549,26.366,-98.803,POINT (-98.802513 26.365761)
Pembina,North Dakota,3401,US-Canada Border,Mar-23,Rail Containers Loaded,10969,49,-97.237,POINT (-97.237036 49.000453)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Aug-20,Train Passengers,60,46.509,-84.361,POINT (-84.360833 46.508611)
Sumas,Washington,3009,US-Canada Border,May-21,Buses,20,49.002,-122.265,POINT (-122.264805 49.002388)
Ysleta,Texas,2401,US-Mexico Border,Nov-21,Truck Containers Loaded,35610,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Raymond,Montana,3301,US-Canada Border,Jan-23,Trucks,1352,48.999,-104.574,POINT (-104.574333 48.999194)
Sweetgrass,Montana,3310,US-Canada Border,Dec-21,Personal Vehicles,9557,48.998,-111.96,POINT (-111.959611 48.998388)
Santa Teresa,New Mexico,2408,US-Mexico Border,Jun-22,Buses,50,31.784,-106.679,POINT (-106.679437 31.783939)
Dalton Cache,Alaska,3106,US-Canada Border,Jan-23,Truck Containers Empty,66,59.451,-136.362,POINT (-136.361944 59.450556)
Nogales,Arizona,2604,US-Mexico Border,Apr-21,Trains,62,31.333,-110.943,POINT (-110.942516 31.332839)
Naco,Arizona,2603,US-Mexico Border,Sep-23,Trucks,270,31.334,-109.948,POINT (-109.948413 31.334084)
Noonan,North Dakota,3420,US-Canada Border,Feb-23,Truck Containers Empty,81,48.999,-103.004,POINT (-103.004361 48.999333)
Laurier,Washington,3016,US-Canada Border,Apr-23,Truck Containers Empty,472,49,-118.224,POINT (-118.223777 49.000083)
El Paso,Texas,2402,US-Mexico Border,Jun-22,Personal Vehicle Passengers,1164967,31.764,-106.451,POINT (-106.451188 31.764363)
Limestone,Maine,118,US-Canada Border,Feb-21,Trucks,26,46.925,-67.79,POINT (-67.789597 46.924555)
Opheim,Montana,3317,US-Canada Border,Nov-23,Personal Vehicle Passengers,160,49,-106.378,POINT (-106.377583 48.999527)
Skagway,Alaska,3103,US-Canada Border,Dec-23,Trucks,148,59.63,-135.164,POINT (-135.164444 59.629722)
Santa Teresa,New Mexico,2408,US-Mexico Border,Apr-22,Pedestrians,12318,31.784,-106.679,POINT (-106.679437 31.783939)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Nov-23,Rail Containers Empty,1638,46.509,-84.361,POINT (-84.360833 46.508611)
Sumas,Washington,3009,US-Canada Border,May-22,Trucks,14209,49.002,-122.265,POINT (-122.264805 49.002388)
Norton,Vermont,211,US-Canada Border,Apr-21,Truck Containers Loaded,481,45.011,-71.793,POINT (-71.793219 45.010771)
Norton,Vermont,211,US-Canada Border,Jul-21,Personal Vehicles,130,45.011,-71.793,POINT (-71.793219 45.010771)
Lukeville,Arizona,2602,US-Mexico Border,Aug-23,Buses,48,31.88,-112.817,POINT (-112.817077 31.880195)
Dalton Cache,Alaska,3106,US-Canada Border,May-21,Trucks,93,59.451,-136.362,POINT (-136.361944 59.450556)
Santa Teresa,New Mexico,2408,US-Mexico Border,Jan-23,Personal Vehicle Passengers,110567,31.784,-106.679,POINT (-106.679437 31.783939)
El Paso,Texas,2402,US-Mexico Border,Nov-20,Trains,92,31.764,-106.451,POINT (-106.451188 31.764363)
Sumas,Washington,3009,US-Canada Border,Aug-21,Truck Containers Loaded,10939,49.002,-122.265,POINT (-122.264805 49.002388)
Del Bonita,Montana,3322,US-Canada Border,Jun-23,Truck Containers Loaded,64,48.999,-112.788,POINT (-112.78825 48.998555)
San Ysidro,California,2504,US-Mexico Border,Mar-21,Buses,2518,32.543,-117.029,POINT (-117.028761 32.542528)
San Luis,Arizona,2608,US-Mexico Border,Mar-22,Trucks,6214,32.485,-114.782,POINT (-114.7822222 32.485)
Detroit,Michigan,3801,US-Canada Border,Sep-22,Rail Containers Empty,3387,42.332,-83.048,POINT (-83.047924 42.331685)
Calexico East,California,2507,US-Mexico Border,Oct-21,Truck Containers Loaded,18203,32.673,-115.388,POINT (-115.388018 32.673389)
Douglas,Arizona,2601,US-Mexico Border,Sep-20,Personal Vehicles,77264,31.334,-109.56,POINT (-109.560344 31.334043)
San Ysidro,California,2504,US-Mexico Border,Aug-22,Bus Passengers,29182,32.543,-117.029,POINT (-117.028761 32.542528)
Ysleta,Texas,2401,US-Mexico Border,Nov-23,Pedestrians,129817,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Sarles,North Dakota,3409,US-Canada Border,Sep-21,Personal Vehicle Passengers,55,49,-98.938,POINT (-98.938361 49.000027)
Alcan,Alaska,3104,US-Canada Border,Jun-22,Personal Vehicle Passengers,16228,62.615,-141.001,POINT (-141.001444 62.614961)
Santa Teresa,New Mexico,2408,US-Mexico Border,Sep-22,Pedestrians,8436,31.784,-106.679,POINT (-106.679437 31.783939)
Pembina,North Dakota,3401,US-Canada Border,Feb-21,Personal Vehicles,1077,49,-97.237,POINT (-97.237036 49.000453)
Ysleta,Texas,2401,US-Mexico Border,Mar-22,Personal Vehicle Passengers,403704,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Raymond,Montana,3301,US-Canada Border,Feb-23,Truck Containers Empty,227,48.999,-104.574,POINT (-104.574333 48.999194)
Del Rio,Texas,2302,US-Mexico Border,Dec-22,Personal Vehicle Passengers,241236,29.327,-100.928,POINT (-100.927612 29.326784)
Antler,North Dakota,3413,US-Canada Border,Mar-22,Trucks,63,48.999,-101.296,POINT (-101.296055 48.999472)
Eastport,Idaho,3302,US-Canada Border,Dec-23,Truck Containers Loaded,4486,49.001,-116.181,POINT (-116.181027 49.000555)
Houlton,Maine,106,US-Canada Border,Dec-23,Truck Containers Loaded,9947,46.135,-67.781,POINT (-67.781288 46.134879)
San Luis,Arizona,2608,US-Mexico Border,Feb-23,Trucks,4915,32.485,-114.782,POINT (-114.7822222 32.485)
Massena,New York,704,US-Canada Border,Jan-22,Bus Passengers,622,44.991,-74.74,POINT (-74.739722 44.990556)
Danville,Washington,3012,US-Canada Border,Oct-21,Truck Containers Loaded,25,49,-118.504,POINT (-118.503722 49.000083)
Tornillo,Texas,2404,US-Mexico Border,Dec-21,Personal Vehicles,33930,31.435,-106.143,POINT (-106.142669 31.435334)
Derby Line,Vermont,209,US-Canada Border,Nov-20,Personal Vehicles,2562,45.006,-72.099,POINT (-72.099279 45.005739)
Van Buren,Maine,108,US-Canada Border,Dec-22,Truck Containers Empty,771,47.16,-67.931,POINT (-67.930799 47.159645)
Dalton Cache,Alaska,3106,US-Canada Border,Mar-22,Trucks,117,59.451,-136.362,POINT (-136.361944 59.450556)
Derby Line,Vermont,209,US-Canada Border,Dec-20,Truck Containers Empty,646,45.006,-72.099,POINT (-72.099279 45.005739)
Sumas,Washington,3009,US-Canada Border,Aug-23,Bus Passengers,230,49.002,-122.265,POINT (-122.264805 49.002388)
Calexico East,California,2507,US-Mexico Border,Jan-23,Rail Containers Empty,992,32.673,-115.388,POINT (-115.388018 32.673389)
Sumas,Washington,3009,US-Canada Border,Sep-20,Trains,22,49.002,-122.265,POINT (-122.264805 49.002388)
Laurier,Washington,3016,US-Canada Border,Mar-23,Personal Vehicles,1588,49,-118.224,POINT (-118.223777 49.000083)
Ogdensburg,New York,701,US-Canada Border,Feb-22,Personal Vehicles,3711,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Baudette,Minnesota,3424,US-Canada Border,Jun-21,Pedestrians,4,48.719,-94.59,POINT (-94.590467 48.719109)
Kenneth G Ward,Washington,3023,US-Canada Border,Mar-21,Personal Vehicles,2196,49.002,-122.485,POINT (-122.485027 49.002277)
Pembina,North Dakota,3401,US-Canada Border,Sep-23,Rail Containers Empty,1835,49,-97.237,POINT (-97.237036 49.000453)
Detroit,Michigan,3801,US-Canada Border,Jan-22,Trains,118,42.332,-83.048,POINT (-83.047924 42.331685)
Hansboro,North Dakota,3415,US-Canada Border,Dec-20,Personal Vehicle Passengers,75,49,-99.347,POINT (-99.346527 48.999583)
Massena,New York,704,US-Canada Border,Nov-20,Truck Containers Empty,680,44.991,-74.74,POINT (-74.739722 44.990556)
Eastport,Idaho,3302,US-Canada Border,Oct-20,Rail Containers Empty,539,49.001,-116.181,POINT (-116.181027 49.000555)
Hidalgo,Texas,2305,US-Mexico Border,Jun-21,Personal Vehicle Passengers,423647,26.095,-98.271,POINT (-98.271092 26.095032)
Roma,Texas,2310,US-Mexico Border,Oct-22,Truck Containers Empty,815,26.404,-99.019,POINT (-99.018981 26.403928)
Antler,North Dakota,3413,US-Canada Border,Aug-23,Truck Containers Empty,41,48.999,-101.296,POINT (-101.296055 48.999472)
Whitlash,Montana,3321,US-Canada Border,Apr-22,Personal Vehicles,37,48.997,-111.258,POINT (-111.257916 48.99725)
Progreso,Texas,2309,US-Mexico Border,Aug-21,Pedestrians,73777,26.062,-97.95,POINT (-97.949958 26.062133)
Point Roberts,Washington,3017,US-Canada Border,Aug-22,Personal Vehicle Passengers,76302,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Dalton Cache,Alaska,3106,US-Canada Border,Sep-22,Personal Vehicles,1518,59.451,-136.362,POINT (-136.361944 59.450556)
Blaine,Washington,3004,US-Canada Border,Oct-22,Truck Containers Empty,8969,48.994,-122.749,POINT (-122.748884 48.994045)
Point Roberts,Washington,3017,US-Canada Border,Oct-20,Pedestrians,11,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Pinecreek,Minnesota,3425,US-Canada Border,Jan-23,Personal Vehicles,142,49,-95.978,POINT (-95.977694 48.999916)
Sherwood,North Dakota,3414,US-Canada Border,Jul-21,Truck Containers Loaded,84,48.999,-101.628,POINT (-101.627527 48.999305)
Portal,North Dakota,3403,US-Canada Border,Dec-20,Trucks,5975,48.999,-102.552,POINT (-102.551944 48.998944)
Raymond,Montana,3301,US-Canada Border,Oct-22,Truck Containers Loaded,1159,48.999,-104.574,POINT (-104.574333 48.999194)
Portal,North Dakota,3403,US-Canada Border,Apr-22,Trucks,7514,48.999,-102.552,POINT (-102.551944 48.998944)
Douglas,Arizona,2601,US-Mexico Border,Oct-23,Personal Vehicles,117504,31.334,-109.56,POINT (-109.560344 31.334043)
Buffalo Niagara Falls,New York,901,US-Canada Border,Jun-23,Personal Vehicles,364873,43.095,-79.056,POINT (-79.055847 43.09549)
Grand Portage,Minnesota,3613,US-Canada Border,Nov-21,Pedestrians,2,48.001,-89.585,POINT (-89.58515 48.001427)
International Falls,Minnesota,3604,US-Canada Border,Oct-20,Personal Vehicle Passengers,2328,48.608,-93.401,POINT (-93.401355 48.6078)
El Paso,Texas,2402,US-Mexico Border,Jul-22,Truck Containers Loaded,5084,31.764,-106.451,POINT (-106.451188 31.764363)
Massena,New York,704,US-Canada Border,Apr-23,Pedestrians,17,44.991,-74.74,POINT (-74.739722 44.990556)
Blaine,Washington,3004,US-Canada Border,Feb-22,Trains,157,48.994,-122.749,POINT (-122.748884 48.994045)
Tornillo,Texas,2404,US-Mexico Border,Jan-22,Pedestrians,6227,31.435,-106.143,POINT (-106.142669 31.435334)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Sep-21,Truck Containers Loaded,2942,46.509,-84.361,POINT (-84.360833 46.508611)
Trout River,New York,715,US-Canada Border,Jul-23,Truck Containers Empty,564,44.992,-74.308,POINT (-74.308172 44.992058)
Roma,Texas,2310,US-Mexico Border,Aug-21,Truck Containers Loaded,1834,26.404,-99.019,POINT (-99.018981 26.403928)
Alexandria Bay,New York,708,US-Canada Border,Mar-21,Personal Vehicles,2112,44.347,-75.984,POINT (-75.983592 44.347229)
Buffalo Niagara Falls,New York,901,US-Canada Border,Aug-22,Truck Containers Empty,18501,43.095,-79.056,POINT (-79.055847 43.09549)
Port Huron,Michigan,3802,US-Canada Border,Aug-23,Trains,289,42.999,-82.424,POINT (-82.423611 42.998611)
Buffalo Niagara Falls,New York,901,US-Canada Border,Jan-21,Rail Containers Loaded,8196,43.095,-79.056,POINT (-79.055847 43.09549)
Danville,Washington,3012,US-Canada Border,Oct-20,Trucks,20,49,-118.504,POINT (-118.503722 49.000083)
Nogales,Arizona,2604,US-Mexico Border,Sep-20,Personal Vehicle Passengers,247208,31.333,-110.943,POINT (-110.942516 31.332839)
Alcan,Alaska,3104,US-Canada Border,Jul-21,Personal Vehicle Passengers,3724,62.615,-141.001,POINT (-141.001444 62.614961)
Houlton,Maine,106,US-Canada Border,Aug-20,Bus Passengers,1,46.135,-67.781,POINT (-67.781288 46.134879)
Nighthawk,Washington,3011,US-Canada Border,Apr-23,Personal Vehicles,229,49,-119.671,POINT (-119.67103 49.000144)
Laredo,Texas,2304,US-Mexico Border,Jul-22,Personal Vehicle Passengers,774652,27.5,-99.507,POINT (-99.507412 27.499561)
Skagway,Alaska,3103,US-Canada Border,Jan-23,Truck Containers Loaded,1,59.63,-135.164,POINT (-135.164444 59.629722)
Presidio,Texas,2403,US-Mexico Border,Dec-20,Personal Vehicle Passengers,70322,29.562,-104.395,POINT (-104.394907 29.561827)
Massena,New York,704,US-Canada Border,Sep-20,Pedestrians,20,44.991,-74.74,POINT (-74.739722 44.990556)
Neche,North Dakota,3404,US-Canada Border,Jun-21,Truck Containers Empty,445,49.001,-97.557,POINT (-97.557333 49.000527)
Fortuna,North Dakota,3417,US-Canada Border,Dec-21,Truck Containers Loaded,151,49,-103.809,POINT (-103.80925 48.999555)
San Luis,Arizona,2608,US-Mexico Border,Nov-23,Truck Containers Loaded,4926,32.485,-114.782,POINT (-114.7822222 32.485)
Calexico,California,2503,US-Mexico Border,Nov-23,Personal Vehicle Passengers,686841,32.673,-115.388,POINT (-115.388018 32.673389)
Detroit,Michigan,3801,US-Canada Border,Jul-23,Trains,129,42.332,-83.048,POINT (-83.047924 42.331685)
Hidalgo,Texas,2305,US-Mexico Border,May-22,Truck Containers Empty,25812,26.095,-98.271,POINT (-98.271092 26.095032)
Skagway,Alaska,3103,US-Canada Border,Jun-22,Truck Containers Loaded,232,59.63,-135.164,POINT (-135.164444 59.629722)
Laredo,Texas,2304,US-Mexico Border,Jul-23,Trains,350,27.5,-99.507,POINT (-99.507412 27.499561)
Eastport,Idaho,3302,US-Canada Border,Oct-20,Truck Containers Loaded,3593,49.001,-116.181,POINT (-116.181027 49.000555)
Piegan,Montana,3316,US-Canada Border,Feb-23,Personal Vehicles,1973,48.998,-113.379,POINT (-113.378777 48.998083)
Fort Fairfield,Maine,107,US-Canada Border,Aug-21,Truck Containers Empty,457,46.765,-67.789,POINT (-67.789471 46.765323)
Eagle Pass,Texas,2303,US-Mexico Border,Jun-21,Truck Containers Empty,6257,28.705,-100.512,POINT (-100.511977 28.705483)
Beecher Falls,Vermont,206,US-Canada Border,Mar-21,Trucks,986,45.013,-71.505,POINT (-71.505309 45.013411)
Neche,North Dakota,3404,US-Canada Border,Aug-21,Personal Vehicle Passengers,267,49.001,-97.557,POINT (-97.557333 49.000527)
Ysleta,Texas,2401,US-Mexico Border,Dec-22,Personal Vehicle Passengers,515920,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Lancaster,Minnesota,3430,US-Canada Border,Jun-23,Personal Vehicle Passengers,3936,49,-96.801,POINT (-96.800527 49.000194)
Piegan,Montana,3316,US-Canada Border,Aug-23,Bus Passengers,607,48.998,-113.379,POINT (-113.378777 48.998083)
Eastport,Maine,103,US-Canada Border,Apr-22,Trucks,114,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Blaine,Washington,3004,US-Canada Border,Apr-22,Personal Vehicles,170408,48.994,-122.749,POINT (-122.748884 48.994045)
El Paso,Texas,2402,US-Mexico Border,Aug-22,Personal Vehicle Passengers,1190803,31.764,-106.451,POINT (-106.451188 31.764363)
Jackman,Maine,104,US-Canada Border,Jun-22,Rail Containers Empty,3539,45.806,-70.397,POINT (-70.396722 45.805661)
Detroit,Michigan,3801,US-Canada Border,Feb-23,Truck Containers Empty,27336,42.332,-83.048,POINT (-83.047924 42.331685)
Antler,North Dakota,3413,US-Canada Border,Oct-23,Truck Containers Empty,19,48.999,-101.296,POINT (-101.296055 48.999472)
El Paso,Texas,2402,US-Mexico Border,Mar-21,Trucks,16391,31.764,-106.451,POINT (-106.451188 31.764363)
Portal,North Dakota,3403,US-Canada Border,Jun-23,Truck Containers Loaded,5897,48.999,-102.552,POINT (-102.551944 48.998944)
Calais,Maine,115,US-Canada Border,Oct-20,Truck Containers Loaded,3682,45.189,-67.275,POINT (-67.275381 45.188548)
Sumas,Washington,3009,US-Canada Border,Oct-23,Truck Containers Loaded,14945,49.002,-122.265,POINT (-122.264805 49.002388)
Sherwood,North Dakota,3414,US-Canada Border,Nov-23,Truck Containers Loaded,180,48.999,-101.628,POINT (-101.627527 48.999305)
Metaline Falls,Washington,3025,US-Canada Border,Sep-20,Personal Vehicles,61,49,-117.299,POINT (-117.299444 48.999972)
Dunseith,North Dakota,3422,US-Canada Border,Aug-23,Truck Containers Loaded,4628,48.999,-100.052,POINT (-100.052166 48.999277)
Trout River,New York,715,US-Canada Border,Feb-22,Personal Vehicle Passengers,1664,44.992,-74.308,POINT (-74.308172 44.992058)
Eagle Pass,Texas,2303,US-Mexico Border,Oct-20,Buses,207,28.705,-100.512,POINT (-100.511977 28.705483)
San Luis,Arizona,2608,US-Mexico Border,Sep-22,Truck Containers Loaded,2097,32.485,-114.782,POINT (-114.7822222 32.485)
Laurier,Washington,3016,US-Canada Border,Apr-21,Truck Containers Loaded,317,49,-118.224,POINT (-118.223777 49.000083)
Roma,Texas,2310,US-Mexico Border,Feb-22,Pedestrians,14938,26.404,-99.019,POINT (-99.018981 26.403928)
Eastport,Idaho,3302,US-Canada Border,Apr-23,Bus Passengers,114,49.001,-116.181,POINT (-116.181027 49.000555)
Fort Fairfield,Maine,107,US-Canada Border,Nov-22,Trucks,575,46.765,-67.789,POINT (-67.789471 46.765323)
Laredo,Texas,2304,US-Mexico Border,Nov-22,Pedestrians,223771,27.5,-99.507,POINT (-99.507412 27.499561)
Boundary,Washington,3015,US-Canada Border,Oct-20,Truck Containers Empty,16,49.001,-117.628,POINT (-117.627583 49.00075)
Pembina,North Dakota,3401,US-Canada Border,Feb-23,Train Passengers,166,49,-97.237,POINT (-97.237036 49.000453)
Metaline Falls,Washington,3025,US-Canada Border,Dec-21,Truck Containers Empty,262,49,-117.299,POINT (-117.299444 48.999972)
Grand Portage,Minnesota,3613,US-Canada Border,Oct-20,Truck Containers Empty,325,48.001,-89.585,POINT (-89.58515 48.001427)
Andrade,California,2502,US-Mexico Border,May-22,Personal Vehicles,44054,32.718,-114.728,POINT (-114.72832 32.718143)
Hidalgo,Texas,2305,US-Mexico Border,Dec-21,Truck Containers Loaded,36610,26.095,-98.271,POINT (-98.271092 26.095032)
Santa Teresa,New Mexico,2408,US-Mexico Border,Apr-22,Truck Containers Empty,5533,31.784,-106.679,POINT (-106.679437 31.783939)
Brownsville,Texas,2301,US-Mexico Border,Jun-21,Pedestrians,104879,25.952,-97.401,POINT (-97.40067 25.95155)
Tecate,California,2505,US-Mexico Border,Jul-22,Personal Vehicle Passengers,162729,32.576,-116.626,POINT (-116.626216 32.576428)
Portal,North Dakota,3403,US-Canada Border,Aug-23,Buses,1,48.999,-102.552,POINT (-102.551944 48.998944)
Roma,Texas,2310,US-Mexico Border,Apr-23,Pedestrians,19127,26.404,-99.019,POINT (-99.018981 26.403928)
Houlton,Maine,106,US-Canada Border,Feb-22,Truck Containers Loaded,4810,46.135,-67.781,POINT (-67.781288 46.134879)
Trout River,New York,715,US-Canada Border,Jun-23,Personal Vehicles,11576,44.992,-74.308,POINT (-74.308172 44.992058)
Champlain Rouses Point,New York,712,US-Canada Border,Feb-21,Truck Containers Loaded,20016,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Del Bonita,Montana,3322,US-Canada Border,Oct-21,Personal Vehicle Passengers,200,48.999,-112.788,POINT (-112.78825 48.998555)
Tecate,California,2505,US-Mexico Border,Jul-23,Personal Vehicle Passengers,169189,32.576,-116.626,POINT (-116.626216 32.576428)
Grand Portage,Minnesota,3613,US-Canada Border,Sep-23,Personal Vehicle Passengers,29624,48.001,-89.585,POINT (-89.58515 48.001427)
Roosville,Montana,3318,US-Canada Border,Feb-23,Bus Passengers,92,49,-115.056,POINT (-115.056027 48.999638)
Portal,North Dakota,3403,US-Canada Border,Nov-22,Rail Containers Empty,9938,48.999,-102.552,POINT (-102.551944 48.998944)
Detroit,Michigan,3801,US-Canada Border,Jan-22,Buses,3,42.332,-83.048,POINT (-83.047924 42.331685)
Metaline Falls,Washington,3025,US-Canada Border,Feb-22,Personal Vehicles,702,49,-117.299,POINT (-117.299444 48.999972)
Pinecreek,Minnesota,3425,US-Canada Border,Nov-21,Personal Vehicles,61,49,-95.978,POINT (-95.977694 48.999916)
Del Rio,Texas,2302,US-Mexico Border,Jul-23,Truck Containers Loaded,4335,29.327,-100.928,POINT (-100.927612 29.326784)
Norton,Vermont,211,US-Canada Border,Jul-22,Personal Vehicles,1658,45.011,-71.793,POINT (-71.793219 45.010771)
Sumas,Washington,3009,US-Canada Border,Dec-20,Truck Containers Loaded,9878,49.002,-122.265,POINT (-122.264805 49.002388)
Jackman,Maine,104,US-Canada Border,Mar-22,Train Passengers,56,45.806,-70.397,POINT (-70.396722 45.805661)
Fortuna,North Dakota,3417,US-Canada Border,Oct-22,Personal Vehicles,776,49,-103.809,POINT (-103.80925 48.999555)
San Luis,Arizona,2608,US-Mexico Border,Mar-21,Truck Containers Loaded,4269,32.485,-114.782,POINT (-114.7822222 32.485)
Calais,Maine,115,US-Canada Border,May-23,Buses,5,45.189,-67.275,POINT (-67.275381 45.188548)
Fort Fairfield,Maine,107,US-Canada Border,Aug-22,Personal Vehicle Passengers,6816,46.765,-67.789,POINT (-67.789471 46.765323)
Carbury,North Dakota,3421,US-Canada Border,Aug-23,Personal Vehicle Passengers,1981,48.999,-100.556,POINT (-100.555805 48.999416)
Ferry,Washington,3013,US-Canada Border,Oct-20,Truck Containers Empty,1,49,-118.761,POINT (-118.761166 49.000083)
Ysleta,Texas,2401,US-Mexico Border,Sep-23,Personal Vehicle Passengers,484967,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Porthill,Idaho,3308,US-Canada Border,Dec-21,Personal Vehicles,1691,49,-116.499,POINT (-116.49925 48.999861)
Walhalla,North Dakota,3407,US-Canada Border,Sep-20,Truck Containers Empty,404,49,-97.908,POINT (-97.908416 49.000472)
Warroad,Minnesota,3423,US-Canada Border,Nov-20,Truck Containers Loaded,181,48.999,-95.377,POINT (-95.376555 48.999)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Jan-23,Trains,32,46.509,-84.361,POINT (-84.360833 46.508611)
Raymond,Montana,3301,US-Canada Border,Nov-21,Trucks,1428,48.999,-104.574,POINT (-104.574333 48.999194)
Madawaska,Maine,109,US-Canada Border,Jun-21,Trucks,133,47.36,-68.329,POINT (-68.328684 47.360052)
Presidio,Texas,2403,US-Mexico Border,Apr-22,Personal Vehicles,52053,29.562,-104.395,POINT (-104.394907 29.561827)
Sarles,North Dakota,3409,US-Canada Border,Nov-22,Truck Containers Empty,15,49,-98.938,POINT (-98.938361 49.000027)
Calexico East,California,2507,US-Mexico Border,Aug-22,Truck Containers Loaded,22847,32.673,-115.388,POINT (-115.388018 32.673389)
Tornillo,Texas,2404,US-Mexico Border,May-21,Personal Vehicle Passengers,47071,31.435,-106.143,POINT (-106.142669 31.435334)
Douglas,Arizona,2601,US-Mexico Border,Sep-23,Truck Containers Empty,852,31.334,-109.56,POINT (-109.560344 31.334043)
Limestone,Maine,118,US-Canada Border,Dec-20,Trucks,20,46.925,-67.79,POINT (-67.789597 46.924555)
Lukeville,Arizona,2602,US-Mexico Border,Nov-23,Personal Vehicles,34361,31.88,-112.817,POINT (-112.817077 31.880195)
Pembina,North Dakota,3401,US-Canada Border,Dec-21,Train Passengers,178,49,-97.237,POINT (-97.237036 49.000453)
Neche,North Dakota,3404,US-Canada Border,Dec-23,Truck Containers Empty,505,49.001,-97.557,POINT (-97.557333 49.000527)
San Luis,Arizona,2608,US-Mexico Border,Nov-23,Buses,2,32.485,-114.782,POINT (-114.7822222 32.485)
